59595.745783	 436659565.883	   5.350	9000
59595.746489	 436659220.221	  31.922	9000
59595.746501	 436659227.391	  30.130	9000
59595.747195	 436658547.447	  11.866	9000
59595.747207	 436658527.544	 614.536	9000
59595.747218	 436658621.349	 572.685	9000
59595.747230	 436658690.145	  39.397	9000
59595.747901	 436657139.550	  39.449	9000
59595.747913	 436657152.404	 151.533	9000
59595.747924	 436657213.631	 159.574	9000
59595.747936	 436657106.033	 313.435	9000
59595.747947	 436657059.041	 181.924	9000
59595.748596	 436654366.781	 395.496	9000
59595.748607	 436654327.436	 239.593	9000
59595.748619	 436654308.361	 180.138	9000
59595.748630	 436654306.533	 266.409	9000
59595.748642	 436653968.517	1047.428	9000
59595.749290	 436649660.972	 377.463	9000
59595.749302	 436649754.632	  35.439	9000
59595.749996	 436645159.081	     inf	9000
59595.750008	 436645069.816	     inf	9000
59595.750019	 436645030.794	     inf	9000
59595.750714	 436642320.733	     inf	9000
59595.750725	 436642381.652	     inf	9000
59595.750737	 436642354.619	     inf	9000
59595.751420	 436641033.496	     inf	9000
59595.751431	 436641083.020	     inf	9000
59595.751454	 436641033.962	     inf	9000
59595.752137	 436640518.684	     inf	9000
