59595.747727	 436907500.000	   8.583	9000
59595.747751	 436907400.000	   6.837	9000
59595.747774	 436907400.000	   6.739	9000
59595.747785	 436907300.000	   5.327	9000
59595.747797	 436907300.000	   5.571	9000
59595.748758	 436903200.000	   6.893	9000
59595.748769	 436903100.000	   8.448	9000
59595.749116	 436900700.000	   8.603	9000
59595.749128	 436900600.000	   6.867	9000
59595.749209	 436900000.000	  10.190	9000
59595.749267	 436899600.000	   8.463	9000
59595.749278	 436899500.000	   6.357	9000
59595.749336	 436899000.000	  15.744	9000
59595.749452	 436898200.000	   7.710	9000
59595.749475	 436898000.000	  13.593	9000
59595.750158	 436893800.000	   6.989	9000
