59594.756072	 436690800.000	  11.842	9000
59594.756084	 436690800.000	  14.989	9000
59594.756443	 436690300.000	  22.189	9000
59594.756454	 436690300.000	  13.554	9000
59594.756478	 436690200.000	  16.752	9000
59594.756489	 436690200.000	  27.575	9000
59594.756524	 436689900.000	  13.489	9000
59594.756558	 436690000.000	  16.836	9000
59594.756767	 436689700.000	  12.739	9000
59594.756778	 436689600.000	  11.680	9000
59594.756790	 436689600.000	  18.492	9000
59594.756802	 436689500.000	  13.379	9000
59594.756813	 436689500.000	  14.122	9000
59594.757126	 436687900.000	  29.288	9000
59594.757137	 436687800.000	  14.473	9000
59594.757149	 436687800.000	  33.485	9000
59594.757160	 436687700.000	  26.934	9000
59594.757172	 436687700.000	  19.866	9000
59594.757183	 436687600.000	  30.513	9000
59594.757195	 436687600.000	  25.282	9000
59594.757207	 436687500.000	   7.461	9000
59594.757484	 436686600.000	  10.742	9000
59594.757496	 436686500.000	  13.675	9000
59594.758156	 436680900.000	  12.034	9000
59594.758167	 436680800.000	  10.695	9000
59594.758179	 436680700.000	  12.048	9000
59594.758190	 436680500.000	  11.111	9000
59594.758526	 436677100.000	  19.462	9000
59594.758538	 436677000.000	  21.694	9000
59594.758549	 436676900.000	  30.183	9000
59594.758561	 436676800.000	  21.311	9000
59594.758572	 436676800.000	  20.402	9000
59594.758584	 436676700.000	  38.298	9000
59594.758596	 436676600.000	  25.553	9000
59594.758607	 436676600.000	  21.066	9000
59594.758885	 436675500.000	  16.016	9000
59594.758908	 436675400.000	  13.360	9000
59594.759220	 436674200.000	  11.331	9000
59594.759232	 436674100.000	  11.375	9000
59594.759244	 436674100.000	  14.595	9000
59594.759255	 436674000.000	  11.260	9000
59594.759267	 436674000.000	  18.452	9000
59594.759290	 436673900.000	  15.207	9000
59594.759302	 436673900.000	  13.031	9000
59594.759313	 436673800.000	  11.624	9000
59594.759556	 436673300.000	  12.283	9000
59594.759579	 436673200.000	  15.517	9000
59594.759591	 436673200.000	  18.305	9000
59594.759614	 436673100.000	  13.590	9000
59594.759927	 436672100.000	  39.626	9000
59594.759938	 436672100.000	  17.153	9000
59594.759950	 436672000.000	  27.232	9000
59594.759961	 436672000.000	  34.559	9000
59594.759973	 436672000.000	  17.357	9000
59594.759984	 436671900.000	  35.325	9000
59594.759996	 436671900.000	  28.434	9000
59594.760008	 436671900.000	  25.570	9000
59594.760690	 436671900.000	   9.756	9000
59594.760714	 436671900.000	   5.996	9000
59594.760748	 436671900.000	   5.168	9000
