59601.759811	 436910300.000	   5.501	9000
59601.759823	 436910300.000	   5.753	9000
59601.759834	 436910300.000	   5.523	9000
59601.760505	 436909500.000	   9.116	9000
59601.760517	 436909500.000	  10.357	9000
59601.760529	 436909500.000	  12.276	9000
59601.761200	 436907600.000	   7.146	9000
59601.761211	 436907500.000	  13.018	9000
59601.761582	 436905200.000	   7.067	9000
59601.761894	 436902400.000	   8.792	9000
59601.762577	 436895500.000	  11.049	9000
59601.763260	 436891900.000	   7.222	9000
59601.763295	 436891800.000	  14.428	9000
59601.764001	 436890400.000	   7.411	9000
