59594.756072	 436659203.221	 139.778	9000
59594.756084	 436659175.958	 197.756	9000
59594.756096	 436659135.599	 171.788	9000
59594.756107	 436659118.071	 131.797	9000
59594.756119	 436659111.612	 177.679	9000
59594.756767	 436658032.742	   6.188	9000
59594.756778	 436657925.293	 506.354	9000
59594.756790	 436657904.145	 212.531	9000
59594.756802	 436657893.461	2087.193	9000
59594.757473	 436654763.659	 186.569	9000
59594.757484	 436654761.768	 185.538	9000
59594.757496	 436654687.352	 162.671	9000
59594.757508	 436654563.920	 166.020	9000
59594.757519	 436654405.669	 210.910	9000
59594.757519	 436654405.669	 210.910	9000
59594.758167	 436648689.851	 160.453	9000
59594.758179	 436648681.451	 247.528	9000
59594.758190	 436648601.265	 193.298	9000
59594.758202	 436648404.151	 205.592	9000
59594.758214	 436648416.223	 387.590	9000
59594.759556	 436641204.793	 245.373	9000
59594.759568	 436641378.576	 158.223	9000
59594.759579	 436641314.001	 142.931	9000
59594.759591	 436641289.340	 207.359	9000
59594.759602	 436641295.653	 167.597	9000
59594.760251	 436640507.561	     inf	9000
59594.760262	 436640386.911	     inf	9000
59594.760274	 436640446.505	     inf	9000
59594.760285	 436640456.035	     inf	9000
59594.760297	 436640547.613	     inf	9000
59594.760957	 436639939.915	     inf	9000
59594.760968	 436640028.711	     inf	9000
