59594.756385	 436908400.000	   6.465	9000
59594.756396	 436908400.000	   8.468	9000
59594.756408	 436908400.000	   6.390	9000
59594.756420	 436908300.000	   8.093	9000
59594.756431	 436908300.000	   8.102	9000
59594.756443	 436908300.000	   6.464	9000
59594.756478	 436908200.000	   6.008	9000
59594.756524	 436908100.000	   5.728	9000
59594.756558	 436908100.000	   5.676	9000
59594.756570	 436908000.000	  14.471	9000
59594.756709	 436907700.000	   7.989	9000
59594.756732	 436907600.000	   8.404	9000
59594.757392	 436904800.000	   8.460	9000
59594.757403	 436904700.000	  11.515	9000
59594.757751	 436902100.000	   7.011	9000
59594.757797	 436901600.000	   6.053	9000
59594.758109	 436898600.000	  10.644	9000
59594.759302	 436891100.000	   8.007	9000
59594.759487	 436890600.000	   7.316	9000
59594.759521	 436890500.000	   8.520	9000
