59595.746663	 436690500.000	   5.131	9000
59595.746674	 436690200.000	   5.059	9000
59595.747346	 436688700.000	   8.509	9000
59595.747369	 436688600.000	   6.029	9000
59595.747380	 436688100.000	   9.900	9000
59595.747392	 436688100.000	   7.455	9000
59595.747693	 436689200.000	   6.798	9000
59595.747716	 436686000.000	   5.749	9000
59595.747727	 436685900.000	   9.640	9000
59595.747762	 436689100.000	   8.263	9000
59595.747774	 436687900.000	   8.007	9000
59595.747785	 436688200.000	   7.561	9000
59595.748040	 436687700.000	   6.508	9000
59595.748052	 436686300.000	   5.763	9000
59595.748063	 436687000.000	   6.685	9000
59595.748075	 436685700.000	   6.347	9000
59595.748086	 436686700.000	   7.211	9000
59595.748387	 436685200.000	   9.315	9000
59595.748399	 436684900.000	  10.055	9000
59595.748410	 436684400.000	   7.802	9000
59595.748422	 436684600.000	   6.729	9000
59595.748433	 436685200.000	   6.516	9000
59595.748445	 436685500.000	   7.261	9000
59595.748457	 436685900.000	   6.763	9000
59595.748468	 436685200.000	   5.899	9000
59595.748734	 436683200.000	   5.497	9000
59595.748746	 436683100.000	   8.282	9000
59595.748769	 436684000.000	   7.829	9000
59595.748781	 436684000.000	  14.968	9000
59595.749082	 436682900.000	   6.294	9000
59595.749093	 436682700.000	   5.673	9000
59595.749105	 436682600.000	   6.485	9000
59595.749116	 436681700.000	   9.753	9000
59595.749128	 436682800.000	   9.168	9000
59595.749140	 436682800.000	  10.999	9000
59595.749151	 436682600.000	   6.851	9000
59595.749186	 436678600.000	   6.368	9000
59595.749197	 436678700.000	   7.035	9000
59595.749209	 436677300.000	  10.959	9000
59595.749221	 436677500.000	   6.516	9000
59595.749232	 436677900.000	   5.523	9000
59595.749244	 436679800.000	   6.028	9000
59595.749255	 436679900.000	   7.519	9000
59595.749267	 436679200.000	   6.068	9000
59595.749278	 436678100.000	   6.746	9000
59595.749290	 436676300.000	   8.413	9000
59595.749302	 436677400.000	   7.520	9000
59595.749313	 436678100.000	   5.802	9000
59595.749325	 436678400.000	   8.281	9000
59595.749417	 436677400.000	   7.281	9000
59595.749452	 436679400.000	  11.950	9000
59595.749464	 436679400.000	  13.702	9000
59595.750123	 436675000.000	   7.999	9000
59595.750135	 436673700.000	   5.246	9000
59595.750146	 436674000.000	  11.272	9000
59595.750158	 436672800.000	  12.227	9000
59595.750170	 436673900.000	  10.399	9000
59595.750471	 436672800.000	   6.777	9000
59595.750482	 436672800.000	   7.582	9000
59595.750517	 436673400.000	   6.043	9000
59595.750528	 436673600.000	   7.667	9000
59595.750540	 436674400.000	   6.479	9000
59595.750552	 436674100.000	   5.440	9000
59595.750563	 436673500.000	   5.724	9000
59595.750575	 436670700.000	   5.603	9000
59595.750586	 436671100.000	   5.069	9000
59595.750598	 436670100.000	   7.920	9000
59595.750621	 436671700.000	   5.706	9000
59595.750633	 436672100.000	   6.740	9000
59595.750679	 436672300.000	   5.164	9000
59595.750702	 436674300.000	  10.812	9000
59595.750818	 436672700.000	   7.829	9000
59595.750829	 436671100.000	   7.267	9000
59595.750841	 436672000.000	  10.484	9000
59595.750852	 436672200.000	   8.671	9000
59595.750864	 436671100.000	   7.488	9000
59595.750876	 436672100.000	   9.690	9000
59595.751165	 436671400.000	  16.960	9000
59595.751177	 436671200.000	  21.914	9000
59595.751188	 436671800.000	   7.345	9000
59595.751200	 436672100.000	   9.279	9000
59595.751211	 436672100.000	   7.163	9000
59595.751223	 436671700.000	   6.351	9000
59595.751234	 436671000.000	   7.103	9000
59595.751246	 436669500.000	   7.296	9000
59595.751535	 436671700.000	   5.095	9000
59595.751929	 436671200.000	   5.864	9000
